,Date,Open,High,Low,Close,Volume
0,2013-01-02,17.918338775634766,18.10713005065918,17.84685516357422,18.013729095458984,102033017
1,2013-01-03,18.055572509765625,18.22991943359375,17.950716018676758,18.02419090270996,93075567
2,2013-01-04,18.16541290283203,18.467529296875,18.124067306518555,18.380355834960938,110954331
3,2013-01-07,18.317590713500977,18.41547393798828,18.19629669189453,18.30015754699707,66476239
4,2013-01-08,18.319833755493164,18.338762283325195,18.043119430541992,18.26404190063477,67295297
5,2013-01-09,18.23838806152344,18.389820098876957,18.14698028564453,18.384092330932617,81291563
6,2013-01-10,18.50140190124512,18.555450439453125,18.269023895263672,18.467777252197266,73703226
7,2013-01-11,18.48073005676269,18.491439819335938,18.338762283325195,18.430667877197266,51600690
8,2013-01-14,18.3561954498291,18.48571014404297,17.991313934326172,18.013729095458984,114985384
9,2013-01-15,17.916095733642578,18.30638313293457,17.736021041870117,18.055572509765625,157696879
10,2013-01-16,17.9925594329834,18.04087829589844,17.775123596191406,17.8129825592041,81239368
11,2013-01-17,17.875747680664062,17.923816680908203,17.709121704101562,17.716594696044922,88791570
12,2013-01-18,17.69268226623535,17.752708435058594,17.467775344848633,17.546979904174805,129555794
13,2013-01-22,17.550716400146484,17.567651748657227,17.323068618774414,17.506132125854492,152264594
14,2013-01-23,18.33104133605957,18.655075073242188,18.326059341430664,18.46827507019043,237249950
15,2013-01-24,18.461801528930664,18.850095748901367,18.443618774414062,18.784839630126957,135815168
16,2013-01-25,18.699161529541016,18.891191482543945,18.686208724975582,18.771390914916992,89369729
17,2013-01-28,18.723819732666016,18.819459915161133,18.627429962158203,18.698165893554688,65327951
18,2013-01-29,18.599035263061523,18.853084564208984,18.59380531311035,18.771638870239254,70145942
19,2013-01-30,18.773134231567383,18.95271110534668,18.752460479736328,18.775375366210938,69579828
20,2013-01-31,18.692684173583984,18.869770050048828,18.686208724975582,18.821701049804688,65613015
21,2013-02-01,18.88421630859375,19.342500686645508,18.88172721862793,19.31759262084961,150405652
22,2013-02-04,19.120580673217773,19.189821243286133,18.885961532592773,18.904640197753903,122075862
23,2013-02-05,18.95719337463379,19.20576286315918,18.915849685668945,19.07201385498047,75108474
24,2013-02-06,18.905885696411133,19.25183868408203,18.89168930053711,19.182350158691406,83435569
25,2013-02-07,19.17064476013184,19.39754295349121,19.066036224365234,19.27649688720703,114033831
26,2013-02-08,19.430419921875,19.59330940246582,19.416223526000977,19.560930252075195,121256803
27,2013-02-11,19.38733291625977,19.501901626586918,19.27151679992676,19.487455368041992,87037018
28,2013-02-12,19.47076988220215,19.62394523620605,19.41149139404297,19.444616317749023,74638720
29,2013-02-13,19.430419921875,19.56043243408203,19.42643547058105,19.498414993286133,48107646
30,2013-02-14,19.42045783996582,19.64486694335937,19.371639251708984,19.62195205688477,69672173
31,2013-02-15,19.61149024963379,19.757444381713867,19.603271484375,19.74822807312012,109601278
32,2013-02-19,19.825439453125,20.09966278076172,19.807756423950195,20.09592628479004,117711564
33,2013-02-20,20.05731964111328,20.148727416992188,19.7208309173584,19.737518310546875,110982436
34,2013-02-21,19.87550163269043,20.06105613708496,19.70663452148437,19.81398200988769,140781714
35,2013-02-22,19.906883239746094,19.95644760131836,19.770893096923828,19.918092727661133,82463941
36,2013-02-25,19.98259925842285,20.134780883789062,19.688453674316406,19.69542694091797,92501423
37,2013-02-26,19.80078125,19.824443817138672,19.536771774291992,19.67948532104492,88430220
38,2013-02-27,19.795799255371094,20.043621063232425,19.703895568847656,19.919836044311523,81347773
39,2013-02-28,19.95271110534668,20.09941291809082,19.95096969604492,19.955202102661133,90971711
40,2013-03-01,19.870519638061523,20.103147506713867,19.829423904418945,20.079486846923828,87342157
41,2013-03-04,20.05731964111328,20.49418258666992,20.049848556518555,20.46080780029297,111440145
42,2013-03-05,20.645864486694336,20.925317764282227,20.645116806030277,20.88671112060547,162370331
43,2013-03-06,20.947235107421875,21.02120780944824,20.64287567138672,20.706886291503903,115350748
44,2013-03-07,20.77363586425781,20.8373966217041,20.66205406188965,20.73727226257324,82415761
45,2013-03-08,20.78459358215332,20.795055389404297,20.549226760864254,20.710372924804688,116912581
46,2013-03-11,20.71460723876953,20.914108276367188,20.70987319946289,20.792564392089844,64027093
47,2013-03-12,20.69019889831543,20.719587326049805,20.514854431152344,20.612987518310547,80633104
48,2013-03-13,20.620210647583008,20.689699172973636,20.480981826782227,20.555702209472656,65898080
49,2013-03-14,20.597545623779297,20.597545623779297,20.358442306518555,20.461803436279297,66295564
50,2013-03-15,20.38608741760254,20.4309196472168,20.257570266723636,20.28148078918457,124452737
51,2013-03-18,20.049848556518555,20.24312400817871,19.96192741394043,20.11933708190918,73807616
52,2013-03-19,20.20526695251465,20.404767990112305,20.085962295532227,20.207258224487305,84242583
